text,pronoun,pronoun_loc,quote,quote_loc,options,label,source,answer,gpt4,gpt3,gpt4_similarity,gpt4_correct,gpt3_similarity,gpt3_correct
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",they,45,they were not enough,45,"['Fred and Alice', 'coats']",1,Ernest Davis,coats,coats,Fred and Alice,1.0,1,0.10526315789473684,0
Thomson visited Cooper's grave in 1765. At that date he had been travelling for five years.,he,53,he had been travelling,53,"['Thomson', 'Cooper']",0,Ernest Davis,Thomson,Thomson,Thomson,1.0,1,1.0,1
Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.,he,53,he had been dead,53,"['Thomson', 'Cooper']",1,Ernest Davis,Cooper,Cooper,Cooper,1.0,1,1.0,1
"Jackson was greatly influenced by Arnold, though he lived two centuries later.",he,49,he lived two centuries later.,49,"['Jackson', 'Arnold']",0,Ernest Davis,Jackson,Jackson,Jackson,1.0,1,1.0,1
"Jackson was greatly influenced by Arnold, though he lived two centuries earlier.",he,49,he lived two centuries earlier.,49,"['Jackson', 'Arnold']",1,Ernest Davis,Arnold,Arnold,Arnold,1.0,1,1.0,1
I can't cut that tree down with that axe; it is too thick.,it,42,it is too thick.,42,"['The tree', 'The axe']",0,Ernest Davis,The tree,The tree,The tree,1.0,1,1.0,1
I can't cut that tree down with that axe; it is too small.,it,42,it is too small.,42,"['The tree', 'The axe']",1,Ernest Davis,The axe,The axe,The tree,1.0,1,0.6666666666666666,0
The foxes are getting in at night and attacking the chickens. I shall have to kill them .,them,83,to kill them,75,"['The foxes', 'The chickens']",0,Ernest Davis,The foxes,The foxes,The foxes,1.0,1,1.0,1
The foxes are getting in at night and attacking the chickens. I shall have to guard them .,them,84,to guard them,75,"['The foxes', 'The chickens']",1,Ernest Davis,The chickens,The chickens,The chickens,1.0,1,1.0,1
The foxes are getting in at night and attacking the chickens. They have gotten very bold.,They,62,They have gotten very bold.,62,"['The foxes', 'The chickens']",0,Ernest Davis,The foxes,The foxes,The foxes,1.0,1,1.0,1
The foxes are getting in at night and attacking the chickens. They have gotten very nervous.,They,62,They have gotten very nervous.,62,"['The foxes', 'The chickens']",1,Ernest Davis,The chickens,The chickens,The foxes,1.0,1,0.5714285714285714,0
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",them,90,opened them,83,"['His eyes', 'His hands']",0,Ernest Davis,His eyes,His eyes,His eyes,1.0,1,1.0,1
"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.",them,91,lowered them,83,"['His eyes', 'His hands']",1,Ernest Davis,His hands,His hands,His eyes,1.0,1,0.5882352941176471,0
"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was too hard to pronounce.",it,106,it was too hard,106,"['Terpsichore', 'Tina']",0,Ernest Davis,Terpsichore,Terpsichore,Terpsichore,1.0,1,1.0,1
"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was easier to pronounce.",it,106,it was easier,106,"['Terpsichore', 'Tina']",1,Ernest Davis,Tina,Tina,Tina,1.0,1,1.0,1
Fred watched TV while George went out to buy groceries. After an hour he got up.,he,70,he got up.,70,"['Fred', 'George']",0,Ernest Davis,Fred,Fred,Fred,1.0,1,1.0,1
Fred watched TV while George went out to buy groceries. After an hour he got back.,he,70,he got back.,70,"['Fred', 'George']",1,Ernest Davis,George,George,Fred,1.0,1,0.2,0
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it on.",it,163,turned it on,156,"['The dishwasher', 'The TV']",0,Ernest Davis,The dishwasher,The dishwasher,The dishwasher,1.0,1,1.0,1
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",it,163,turned it off,156,"['The dishwasher', 'The TV']",1,Ernest Davis,The TV,The TV,The dishwasher,1.0,1,0.4,0
Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,He,69,He is a remarkable man.,69,"['Fred', 'My great-grandfather']",0,Ernest Davis,Fred,Fred,Fred,1.0,1,1.0,1
Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.,He,69,He was a remarkable man.,69,"['Fred', 'My great-grandfather']",1,Ernest Davis,My great-grandfather,My great-grandfather,Fred,1.0,1,0.25,0
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.",he,102,he was twelve years old.,102,"['Fred', 'My father']",0,Ernest Davis,Fred,Fred,Fred,1.0,1,1.0,1
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.",he,102,he was twelve months old.,102,"['Fred', 'My father']",1,Ernest Davis,My father,My father,Fred,1.0,1,0.3076923076923077,0
"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were defeated within weeks.",they,113,they were defeated,113,"['Kamchatka', 'Yakutsk']",0,Ernest Davis,Kamchatka,Kamtchatka,Kamchatka,0.9473684210526315,1,1.0,1
"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were victorious within weeks.",they,113,they were victorious,113,"['Kamchatka', 'Yakutsk']",1,Ernest Davis,Yakutsk,Yakutsk,Yakutsk,1.0,1,1.0,1
Look! There is a minnow swimming right below that duck! It had better get away to safety fast!,It,56,It had better get away,56,"['The minnow', 'The duck']",0,Ernest Davis,The minnow,The minnow,The minnow,1.0,1,1.0,1
Look! There is a shark swimming right below that duck! It had better get away to safety fast!,It,55,It had better get away,55,"['The shark', 'The duck']",1,Ernest Davis,The duck,The duck,The shark,1.0,1,0.5882352941176471,0
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks.",They,76,They hunted for evidence,76,"['Archaeologists', 'Prehistoric humans']",0,Ernest Davis,Archaeologists,Archaeologists,Archaeologists,1.0,1,1.0,1
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for deer on the river banks.",They,76,They hunted for deer,76,"['Archaeologists', 'Prehistoric humans']",1,Ernest Davis,Prehistoric humans,Prehistoric humans,Prehistoric humans,1.0,1,1.0,1
The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.,They,108,They began two years ago.,108,"['The scientists', 'The fish']",0,Ernest Davis,The scientists,The scientists,The scientists,1.0,1,1.0,1
The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.,They,108,They appeared two years ago.,108,"['The scientists', 'The fish']",1,Ernest Davis,The fish,The fish,The fish,1.0,1,1.0,1
"The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.",They,56,They were very persistent,56,"['The journalists', 'The stars']",0,Ernest Davis,The journalists,The journalists,The journalists,1.0,1,1.0,1
"The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.",They,56,They were very cooperative,56,"['The journalists', 'The stars']",1,Ernest Davis,The stars,The stars,The stars,1.0,1,1.0,1
The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood.,They,45,They were trying to stop the drug trade.,45,"['The police', 'The gang members']",0,Ernest Davis,The police,The police,The police,1.0,1,1.0,1
The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.,They,45,They were trying to run the drug trade.,45,"['The police', 'The gang members']",1,Ernest Davis,The gang members,The gang members,The gang members,1.0,1,1.0,1
I put the cake away in the refrigerator. It has a lot of butter in it.,It,41,It has a lot of butter,41,"['The cake', 'The refrigerator']",0,Ernest Davis,The cake,The cake,The cake,1.0,1,1.0,1
I put the cake away in the refrigerator. It has a lot of leftovers in it.,It,41,It has a lot of leftovers,41,"['The cake', 'The refrigerator']",1,Ernest Davis,The refrigerator,The refrigerator,The cake,1.0,1,0.4166666666666667,0
Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better.,they,85,they should be better,85,"['The ankles', 'The crutches']",0,Ernest Davis,The ankles,The ankles,The ankles,1.0,1,1.0,1
Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary.,they,85,they should be unnecessary,85,"['The ankles', 'The crutches']",1,Ernest Davis,The crutches,The crutches,The ankles,1.0,1,0.5454545454545454,0
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the minority.",They,117,They were very much in the minority.,117,"['The sponsors', 'The opponents']",0,Ernest Davis,The sponsors,The sponsors,The sponsors,1.0,1,1.0,1
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority.",They,117,They were very much in the majority.,117,"['The sponsors', 'The opponents']",1,Ernest Davis,The opponents,The opponents,The opponents,1.0,1,1.0,1
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of them .",them,129,more of them,121,"['The oatmeal cookies', 'The chocolate chip cookies']",0,Ernest Davis,The oatmeal cookies,The oatmeal cookies,The oatmeal cookies,1.0,1,1.0,1
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them .",them,130,fewer of them,121,"['The oatmeal cookies', 'The chocolate chip cookies']",1,Ernest Davis,The chocolate chip cookies,The chocolate chip cookies,The chocolate chip cookies,1.0,1,1.0,1
"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them .",them,120,not enough of them,106,"['copies of the newsletter', 'chairs']",0,Ernest Davis,copies of the newsletter,copies of the newsletter,copies of the newsletter,1.0,1,1.0,1
"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them .",them,118,too many of them,106,"['copies of the newsletter', 'chairs']",1,Ernest Davis,chairs,chairs,copies of the newsletter,1.0,1,0.2,0
"I stuck a pin through a carrot. When I pulled the pin out, it left a hole.",it,59,it left a hole,59,"['The pin', 'The carrot']",0,Ernest Davis,The pin,The carrot,The pin,0.47058823529411764,0,1.0,1
"I stuck a pin through a carrot. When I pulled the pin out, it had a hole.",it,59,it had a hole,59,"['The pin', 'The carrot']",1,Ernest Davis,The carrot,The pin,The carrot,0.47058823529411764,0,1.0,1
"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of coffee.",it,113,it got full of coffee.,113,"['The pen', 'The coffee']",0,Ernest Davis,The pen,The pen,The pen,1.0,1,1.0,1
"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of ink.",it,113,it got full of ink.,113,"['The pen', 'The coffee']",1,Ernest Davis,The coffee,The coffee,The coffee,1.0,1,1.0,1
Steve follows Fred's example in everything. He admires him hugely.,He,44,He admires him hugely.,44,"['Steve', 'Fred']",0,Ernest Davis,Steve,Steve,Steve,1.0,1,1.0,1
Steve follows Fred's example in everything. He influences him hugely.,He,44,He influences him hugely.,44,"['Steve', 'Fred']",1,Ernest Davis,Fred,Fred,Steve,1.0,1,0.2222222222222222,0
The table won't fit through the doorway because it is too wide.,it,48,it is too wide.,48,"['The table', 'The doorway']",0,Ernest Davis,The table,The table,The table,1.0,1,1.0,1
The table won't fit through the doorway because it is too narrow.,it,48,it is too narrow.,48,"['The table', 'The doorway']",1,Ernest Davis,The doorway,The doorway,The table,1.0,1,0.5,0
Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her.,it,66,it looks dowdy on her.,66,"['The sweater', 'The jacket']",0,Ernest Davis,The sweater,The sweater,The sweater,1.0,1,1.0,1
Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.,it,66,it looks great on her.,66,"['The sweater', 'The jacket']",1,Ernest Davis,The jacket,The jacket,The sweater,1.0,1,0.5714285714285714,0
John hired Bill to take care of him .,him,32,take care of him,19,"['John', 'Bill']",0,Ray Jackendoff,John,John,John,1.0,1,1.0,1
John hired himself out to Bill to take care of him .,him,47,take care of him,34,"['John', 'Bill']",1,Ray Jackendoff,Bill,Bill,John,1.0,1,0.0,0
"John promised Bill to leave, so an hour later he left.",he,46,he left,46,"['John', 'Bill']",0,Ray Jackendoff,John,John,John,1.0,1,1.0,1
"John ordered Bill to leave, so an hour later he left.",he,45,he left,45,"['John', 'Bill']",1,Ray Jackendoff,Bill,Bill,John,1.0,1,0.0,0
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research.,he,100,difficulties he faced,87,"['Goodman', 'Xenophanes']",0,Ernest Davis,Goodman,Xenophanes,Xenophanes,0.35294117647058826,0,0.35294117647058826,0
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood.,he,100,difficulties he faced,87,"['Goodman', 'Xenophanes']",1,Ernest Davis,Xenophanes,Xenophanes,Goodman,1.0,1,0.35294117647058826,0
"Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.",her,37,her education,37,"['Emma', ""Emma's mother""]",0,"Ernest Davis, adapted from Emma by Jane Austen",Emma,Emma,Emmas mother,1.0,1,0.5,0
"Emma's mother had died long ago, and her place had been taken by an excellent woman as governess.",her,37,her place,37,"['Emma', ""Emma's mother""]",1,"Ernest Davis, adapted from Emma by Jane Austen",Emma's mother,Emmas mother,Emmas,0.96,1,0.5555555555555556,0
Jane knocked on Susan's door but she did not get an answer.,she,33,she did not get an answer.,33,"['Jane', 'Susan']",0,Ernest Davis,Jane,Jane,Susan,1.0,1,0.4444444444444444,0
Jane knocked on Susan's door but she did not answer.,she,33,she did not answer.,33,"['Jane', 'Susan']",1,Ernest Davis,Susan,Susan,Susan,1.0,1,1.0,1
Joe paid the detective after he received the final report on the case.,he,29,he received the final report,29,"['Joe', 'the detective']",0,David Bender,Joe,Joe,Joe,1.0,1,1.0,1
Joe paid the detective after he delivered the final report on the case.,he,29,he delivered the final report,29,"['Joe', 'the detective']",1,David Bender,the detective,the detective,the detective,1.0,1,1.0,1
"Beth didn't get angry with Sally, who had cut her off, because she stopped and counted to ten.",she,63,she stopped,63,"['Beth', 'Sally']",0,David Bender,Beth,Beth,Sally,1.0,1,0.0,0
"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.",she,63,she stopped,63,"['Beth', 'Sally']",1,David Bender,Sally,Sally,Sally,1.0,1,1.0,1
Jim signaled the barman and gestured toward his empty glass,his,44,his empty glass,44,"['Jim', 'The barman']",0,David Bender,Jim,Jim,Jim,1.0,1,1.0,1
Jim signaled the barman and gestured toward his bathroom key.,his,44,his bathroom key,44,"['Jim', 'The barman']",1,David Bender,The barman,Jim,Jim,0.15384615384615385,0,0.15384615384615385,0
"Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.",his,60,"his ""Dibs!""",60,"['Dan', 'Bill']",0,David Bender,Dan,Bill,Dan,0.0,0,1.0,1
"Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.",his,60,"his ""Dibs!""",60,"['Dan', 'Bill']",1,David Bender,Bill,Dan,Dan,0.0,0,0.0,0
"Tom said ""Check"" to Ralph as he moved his bishop.",his,38,his bishop,38,"['Tom', 'Ralph']",0,David Bender,Tom,Tom,Ralph,1.0,1,0.0,0
"Tom said ""Check"" to Ralph as he took his bishop.",his,37,his bishop,37,"['Tom', 'Ralph']",1,David Bender,Ralph,Ralph,Ralph,1.0,1,1.0,1
"As Andrea in the crop duster passed over Susan, she could see the landing strip.",she,48,she could see,48,"['Andrea', 'Susan']",0,David Bender,Andrea,Andrea,Andrea,1.0,1,1.0,1
"As Andrea in the crop duster passed over Susan, she could see the landing gear.",she,48,she could see,48,"['Andrea', 'Susan']",1,David Bender,Susan,Susan,Andrea,1.0,1,0.36363636363636365,0
Tom gave Ralph a lift to school so he wouldn't have to drive alone.,he,35,he wouldn't have to drive alone.,35,"['Tom', 'Ralph']",0,David Bender,Tom,Tom,Ralph,1.0,1,0.0,0
Tom gave Ralph a lift to school so he wouldn't have to walk.,he,35,he wouldn't have to walk.,35,"['Tom', 'Ralph']",1,David Bender,Ralph,Ralph,Ralph,1.0,1,1.0,1
Bill passed the half-empty plate to John because he was full.,he,49,he was full.,49,"['Bill', 'John']",0,David Bender,Bill,Bill,John,1.0,1,0.0,0
Bill passed the half-empty plate to John because he was hungry.,he,49,he was hungry,49,"['Bill', 'John']",1,David Bender,John,John,John,1.0,1,1.0,1
Bill passed the gameboy to John because his turn was over.,his,40,his turn,40,"['Bill', 'John']",0,David Bender,Bill,Bill,Bill,1.0,1,1.0,1
Bill passed the gameboy to John because his turn was next.,his,40,his turn,40,"['Bill', 'John']",1,David Bender,John,John,Bill,1.0,1,0.0,0
The man lifted the boy onto his shoulders.,his,28,his shoulders,28,"['The man', 'The boy']",0,David Bender,The man,The man,the man,1.0,1,1.0,1
The man lifted the boy onto his bunk bed.,his,28,his bunk bed.,28,"['The man', 'The boy']",1,David Bender,The boy,The boy,the boy,1.0,1,1.0,1
"Stretching her back, the woman smiled at the girl.",her,11,her back,11,"['The woman', 'The girl']",0,David Bender,The woman,The woman,the woman,1.0,1,1.0,1
"Patting her back, the woman smiled at the girl.",her,8,her back,8,"['The woman', 'The girl']",1,David Bender,The girl,The woman,the woman,0.47058823529411764,0,0.47058823529411764,0
Billy cried because Toby wouldn't accept his toy.,his,41,his toy,41,"['Billy', 'Toby']",0,David Bender,Billy,Billy,Toby,1.0,1,0.4444444444444444,0
Billy cried because Toby wouldn't share his toy.,his,40,his toy,40,"['Billy', 'Toby']",1,David Bender,Toby,Toby,Toby,1.0,1,1.0,1
"Lily spoke to Donna, breaking her silence.",her,30,her silence.,30,"['Lily', 'Donna']",0,David Bender,Lily,Lily,Donna,1.0,1,0.0,0
"Lily spoke to Donna, breaking her concentration.",her,30,her concentration.,30,"['Lily', 'Donna']",1,David Bender,Donna,Donna,Donna,1.0,1,1.0,1
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.",him,64,gave him,59,"['Tommy', 'Timmy']",0,David Bender,Tommy,Tommy,Tommy,1.0,1,1.0,1
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.",him,64,gave him,59,"['Tommy', 'Timmy']",1,David Bender,Timmy,Timmy,Timmy,1.0,1,1.0,1
"As Ollie carried Tommy up the long winding steps, his legs ached.",his,50,his legs ached.,50,"['Ollie', 'Tommy']",0,David Bender,Ollie,Ollie,Ollie,1.0,1,1.0,1
"As Ollie carried Tommy up the long winding steps, his legs dangled.",his,50,his legs dangled.,50,"['Ollie', 'Tommy']",1,David Bender,Tommy,Tommy,Tommy,1.0,1,1.0,1
The father carried the sleeping boy in his arms,his,39,his arms,39,"['The father', 'The boy']",0,David Bender,The father,The father,the father,1.0,1,1.0,1
The father carried the sleeping boy in his bassinet.,his,39,his bassinet.,39,"['The father', 'The boy']",1,David Bender,The boy,The boy,the boy,1.0,1,1.0,1
The woman held the girl against her chest,her,32,her chest.,32,"['The woman', 'The girl']",0,David Bender,The woman,The woman,the woman,1.0,1,1.0,1
The woman held the girl against her will.,her,32,her will,32,"['The woman', 'The girl']",1,David Bender,The girl,The girl,the woman,1.0,1,0.47058823529411764,0
"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.",They,75,They were furious,75,"[""Pam's parents"", 'Pam and Paul']",0,David Bender,Pam's parents,Pams parents,Pam's parents,0.96,1,1.0,1
"Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it.",They,75,They were embarrassed,75,"[""Pam's parents"", 'Pam and Paul']",1,David Bender,Pam and Paul,Pams parents,Pam's parents,0.5,0,0.48,0
Dr. Adams informed Kate that she had retired and presented several options for future treatment.,she,29,she had retired,29,"['Dr. Adams', 'Kate']",0,David Bender,Dr. Adams,Dr. Adams,Dr. Adams,1.0,1,1.0,1
Dr. Adams informed Kate that she had cancer and presented several options for future treatment.,she,29,she had cancer,29,"['Dr. Adams', 'Kate']",1,David Bender,Kate,Kate,Kate,1.0,1,1.0,1
Dan had to stop Bill from toying with the injured bird. He is very compassionate.,He,56,He is very compassionate.,56,"['Dan', 'Bill']",0,David Bender,Dan,Dan,Dan,1.0,1,1.0,1
Dan had to stop Bill from toying with the injured bird. He is very cruel.,He,56,He is very cruel.,56,"['Dan', 'Bill']",1,David Bender,Bill,Bill,Bill,1.0,1,1.0,1
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",he,75,he was particularly eager,75,"['George', 'Eric']",0,David Bender,George,George,George,1.0,1,1.0,1
"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",he,71,he was particularly eager,71,"['George', 'Eric']",1,David Bender,Eric,Eric,George,1.0,1,0.4,0
"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.",he,71,he was not particularly eager,71,"['George', 'Eric']",0,David Bender,George,George,Eric,1.0,1,0.4,0
Jane gave Joan candy because she wasn't hungry.,she,29,she wasn't hungry.,29,"['Jane', 'Joan']",0,"""Linguistic Problems and Complexities"" http://www.csi.uottawa.ca/tanka/files/complexities.html",Jane,Jane,Joan,1.0,1,0.75,0
Jane gave Joan candy because she was hungry.,she,29,she was hungry.,29,"['Jane', 'Joan']",1,"""Linguistic Problems and Complexities"" http://www.csi.uottawa.ca/tanka/files/complexities.html",Joan,Joan,Jane,1.0,1,0.75,0
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.",they,78,they came out,78,"['lemons', 'lemon trees']",0,Ernest Davis,lemons,lemons,lemons,1.0,1,1.0,1
"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.",they,78,they came out,78,"['lemons', 'lemon trees']",1,Ernest Davis,lemon trees,lemons,lemon trees,0.7058823529411765,0,1.0,1
James asked Robert for a favor but he was refused.,he,35,he was refused.,35,"['James', 'Robert']",0,From (Rahman and Ng 2012),James,James,Robert,1.0,1,0.18181818181818182,0
James asked Robert for a favor but he refused.,he,35,he refused.,35,"['James', 'Robert']",1,From (Rahman and Ng 2012),Robert,Robert,Robert,1.0,1,1.0,1
Kirilov ceded the presidency to Shatov because he was less popular.,he,47,he was less popular.,47,"['Kirilov', 'Shatov']",0,Modified from (Rahman and Ng 2012),Kirilov,Kirilov,Kirilov,1.0,1,1.0,1
Kirilov ceded the presidency to Shatov because he was more popular.,he,47,he was more popular.,47,"['Kirilov', 'Shatov']",1,Modified from (Rahman and Ng 2012),Shatov,Shatov,Shatov,1.0,1,1.0,1
Emma did not pass the ball to Janie although she saw that she was open.,she,45,she saw,45,"['Emma', 'Janie']",0,Modified from (Rahman and Ng 2012),Emma,Emma,Emma,1.0,1,1.0,1
Emma did not pass the ball to Janie although she was open.,she,45,she was open,45,"['Emma', 'Janie']",1,Modified from (Rahman and Ng 2012),Janie,Janie,Janie,1.0,1,1.0,1
I put the butterfly wing on the table and it broke.,it,42,it broke.,42,"['The butterfly wing', 'The table']",0,(Winograd 1971),The butterfly wing,The butterfly wing,The butterfly wing,1.0,1,1.0,1
I put the heavy book on the table and it broke.,it,38,it broke.,38,"['The heavy book', 'The table']",1,(Winograd 1971),The table,The table,The heavy book,1.0,1,0.5217391304347826,0
Madonna fired her trainer because she couldn't stand her boyfriend.,she,34,she couldn't stand,34,"['Madonna', 'The trainer']",0,Modified from a headline in People Magazine http://www.people.com/article/madonna-fired-trainer-slept-with-boyfriend-manila-tour-stop,Madonna,Madonna,The trainer,1.0,1,0.2222222222222222,0
Madonna fired her trainer because she slept with her boyfriend.,she,34,she slept,34,"['Madonna', 'The trainer']",1,Modified from a headline in People Magazine http://www.people.com/article/madonna-fired-trainer-slept-with-boyfriend-manila-tour-stop,The trainer,Madonna,The trainer,0.2222222222222222,0,1.0,1
Madonna fired her trainer because she slept with her boyfriend.,her,49,her boyfriend,49,"['Madonna', 'The trainer']",0,Modified from a headline in People Magazine http://www.people.com/article/madonna-fired-trainer-slept-with-boyfriend-manila-tour-stop,Madonna,The trainer,Madonna,0.2222222222222222,0,1.0,1
Madonna fired her trainer because she couldn't stand her boyfriend.,her,53,her boyfriend,53,"['Madonna', 'The trainer']",1,Modified from a headline in People Magazine http://www.people.com/article/madonna-fired-trainer-slept-with-boyfriend-manila-tour-stop,The trainer,The trainer,Madonna,1.0,1,0.2222222222222222,0
Carol believed that Rebecca suspected that she had stolen the watch.,she,43,she had stolen the watch.,43,"['Carol', 'Rebecca']",0,Leora Morgenstern,Carol,Carol,Rebecca,1.0,1,0.3333333333333333,0
Carol believed that Rebecca regretted that she had stolen the watch.,she,43,she had stolen the watch.,43,"['Carol', 'Rebecca']",1,Leora Morgenstern,Rebecca,Rebecca,Carol,1.0,1,0.3333333333333333,0
This book introduced Shakespeare to Ovid; it was a major influence on his writing.,his,70,his writing.,70,"['Shakespeare', 'Ovid']",0,Ernest Davis (coming out of a Facebook discussion with Michael Witbrock),Shakespeare,Shakespeare,Ovid,1.0,1,0.0,0
This book introduced Shakespeare to Goethe; it was a major influence on his writing.,his,72,his writing.,72,"['Shakespeare', 'Goethe']",1,Ernest Davis (coming out of a Facebook discussion with Michael Witbrock),Goethe,Shakespeare,Shakespeare,0.23529411764705882,0,0.23529411764705882,0
This book introduced Shakespeare to Ovid; it was a fine selection of his writing.,his,69,his writing.,69,"['Shakespeare', 'Ovid']",1,Ernest Davis (coming out of a Facebook discussion with Michael Witbrock),Ovid,Ovid,Ovid,1.0,1,1.0,1
This book introduced Shakespeare to Goethe; it was a fine selection of his writing.,his,71,his writing.,71,"['Shakespeare', 'Goethe']",0,Ernest Davis (coming out of a Facebook discussion with Michael Witbrock),Shakespeare,Goethe,Shakespeare,0.23529411764705882,0,1.0,1
"Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.",she,53,she always has good luck.,53,"['Alice', 'Jade']",0,Sabri Meeran and Ernest Davis,Alice,Alice,Alice,1.0,1,1.0,1
"Alice looked for her friend Jade in the crowd. Since she always wears a red turban, Alice spotted her quickly.",she,53,she always wears a red turban,53,"['Alice', 'Jade']",1,Sabri Meeran and Ernest Davis,Jade,Jade,Alice,1.0,1,0.4444444444444444,0
"During a game of tag, Ethan chased Luke because he was ""it"".",he,48,"he was ""it"".",48,"['Ethan', 'Luke']",0,Sabri Meeran,Ethan,Ethan,Ethan,1.0,1,1.0,1
"During a game of tag, Ethan ran from Luke because he was ""it"".",he,50,"he was ""it"".",50,"['Ethan', 'Luke']",1,Sabri Meeran,Luke,Luke,Ethan,1.0,1,0.2222222222222222,0
At the Loebner competition the judges couldn't figure out which respondents were the chatbots because they were so stupid.,they,102,they were so stupid.,102,"['the judges', 'the chatbots']",0,Sabri Meeran,the judges,the chatbots,the chatbots,0.45454545454545453,0,0.45454545454545453,0
At the Loebner competition the judges couldn't figure out which respondents were the chatbots because they were so advanced.,they,102,they were so advanced.,102,"['the judges', 'the chatbots']",1,Sabri Meeran,the chatbots,the chatbots,the chatbots,1.0,1,1.0,1
"The user changed his password from ""GrWQWu8JyC"" toÂ ""willow-towered Canopy Huntertropic wrestles"" as it was easy to forget.",it,101,it was easy to forget.,101,"['GrWQWu8JyC', 'willow-towered Canopy Huntertropic wrestles']",0,Sabri Meeran,GrWQWu8JyC,GrWQWu8JyC,GrWQWu8JyC,1.0,1,1.0,1
"The user changed his password from ""GrWQWu8JyC"" toÂ ""willow-towered Canopy Huntertropic wrestles"" as it was easy to remember.",it,101,it was easy to remember.,101,"['GrWQWu8JyC', 'willow-towered Canopy Huntertropic wrestles']",1,Sabri Meeran,willow-towered Canopy Huntertropic wrestles,willow-towered Canopy Huntertropic wrestles,GrWQWu8JyC,1.0,1,0.11320754716981132,0
